ident,type,name,iso_country,iata_code
0AZ4,small_airport,Flying Bucket Ranch Airport,US,
0AZ5,small_airport,Castle Well Airport,US,
0AZ6,heliport,St Joseph's Hospital Heliport,US,
0B2,small_airport,Brewer Airport,US,
0B7,small_airport,Warren-Sugarbush Airport,US,
0C1,small_airport,Triple R Airport,US,
0C2,small_airport,Hinckley Airport,US,
0C5,small_airport,Canadian Lakes Airport,US,
0C7,small_airport,Grandpas' Farm Mendota Airport,US,
0C8,small_airport,Cushing Field Ltd Airport,US,
0C9,heliport,Coach & Paddock Heliport,US,
0CA2,heliport,VA Greater Los Angeles Health Care Center Heliport,US,
0CA3,small_airport,Crawford Airport,US,
0CA4,small_airport,Shepherd Farm Airport,US,
0CA5,small_airport,Hoffman Private Airport,US,
0CA6,small_airport,Emory Ranch Airport,US,
0CA9,small_airport,Blech Ranch Airport,US,
0CD0,heliport,Delta County Memorial Hospital Heliport,US,
0CD1,heliport,Colorado Plains Medical Center Heliport,US,
0CD2,small_airport,Foxx Valley Airport,US,
0CD4,heliport,Kauffman Heliport,US,
0CD5,small_airport,Piñon Canyon Airport,US,
0CD6,heliport,Exempla Good Samaritan Heliport,US,
0CD7,small_airport,Fox Hole Airport,US,
0CD8,heliport,Prowers Medical Center Heliport,US,
0CD9,heliport,Swedish S.W. Medical Heliport,US,
0CL0,small_airport,Yosemite Hidden Lake Ranch Airport,US,
0CL1,small_airport,Krey Field Airport,US,
0CL3,small_airport,John Nichols Field Airport,US,
0CL4,heliport,Glen Fed Heliport,US,
0CL5,heliport,The Atrium Heliport,US,
0CL6,small_airport,Bohunk's Airpark,US,
0CL7,heliport,Good Samaritan Hospital Heliport,US,
0CL8,small_airport,Tera Ultralightport,US,
0CL9,heliport,Sce San Jacinto Valley Service Center Heliport,US,
0CN1,small_airport,Fiorini Ranch Airport,US,
0CN2,small_airport,Sutter Butte Dusters Airport,US,
0CO0,heliport,Longmont United Hospital Heliport,US,
0CO1,small_airport,Dave's Airport,US,
0CO2,small_airport,Crested Butte Airpark,US,CSE
0CO4,heliport,Geo-Seis Helicopters Heliport,US,
0CO6,small_airport,Flying M & M Ranch Airport,US,
0CO7,heliport,Century Helicopters Heliport,US,
0CO8,small_airport,Cartwheel Airport,US,
0CO9,small_airport,Van Treese Airport,US,
0CT0,heliport,Sharon Hospital Heliport,US,
0CT1,heliport,Bristol-Myers Squibb Company Heliport,US,
0CT2,heliport,Windham Hospital Heliport,US,
0CT3,heliport,N B G H Heliport,US,
0CT4,heliport,Burke Heliport,US,
0CT5,heliport,St Francis Hospital Heliport,US,
0CT6,heliport,Middletown Heliport,US,
0CT7,heliport,Bridgeport Hospital Heliport,US,
0CT8,heliport,Danbury Hospital Heliport,US,
0CT9,heliport,Hartford Hospital Heliport,US,
0D7,small_airport,Ada Airport,US,
0D9,small_airport,Air Park North,US,
0E9,small_airport,Corydon Airport,US,
0FA0,heliport,Doral Resort & Country Club Heliport,US,
0FA1,small_airport,Ott's Landing Airport,US,
0FA2,heliport,Doctors Memorial Hospital Heliport,US,
0FA3,heliport,Brighton Helipad,US,
0FA5,seaplane_base,Briley Farm Seaplane Base,US,
0FA6,heliport,Immokalee Helipad,US,
0FA7,heliport,Alan B. Miller Medical Center Heliport,US,
0FD0,small_airport,The 2A Ranch Airport,US,
0FD1,heliport,Panhandle Helicopter LLC Heliport,US,
0FD2,heliport,Dolphin Stadium Heliport,US,
0FD3,small_airport,Dugger Field,US,
0FD5,small_airport,Breezy Knoll Airport,US,
0FD6,seaplane_base,Fulton Seaplane Base,US,
0FD9,small_airport,Joy Farms Airport,US,
0FL0,small_airport,Harper's Fly-In Ranch Airport,US,
0FL1,heliport,Tampa General Hospital South Helipad,US,
0FL2,seaplane_base,Alligator Drink Seaplane Base,US,
0FL3,heliport,Old Town Ems Heliport,US,
0FL6,small_airport,Stanchester Airport,US,
0FL7,heliport,Wcpx Tv-6 Heliport,US,
0FL8,seaplane_base,Gary Gale Seaplane Base,US,
0FL9,small_airport,Mc Daniel Ranch Inc. Airport,US,
0G0,small_airport,North Buffalo Suburban Airport,US,
0G5,seaplane_base,Grand Marais/Cook County Seaplane Base,US,
0GA0,small_airport,Halls Flying Ranch Airport,US,
0GA1,small_airport,Mustang Field,US,
0GA2,small_airport,"Airnautique, Inc. Airport",US,
0GA3,small_airport,Ayresouth Airport,US,
0GA4,small_airport,Paradise Falls Airport,US,
0GA5,heliport,Big Canoe Heliport,US,
0GA6,small_airport,Sunset Strip,US,
0GA8,small_airport,Paso Fino Farm Airport,US,
0GA9,small_airport,Roberta Industrial Park Airport,US,
0GE0,small_airport,Pinewood Airport,US,
0GE1,small_airport,Crystal Lake Airpark,US,
0GE3,small_airport,Lookout Mountain Airport,US,
0GE4,small_airport,Pecan Patch Airstrip,US,
0GE5,small_airport,Mountain Airpark,US,
0GE7,small_airport,Carpenter Airport,US,
0GE9,small_airport,Pegasus Ranch Airport,US,
0H7,small_airport,Kahoka Municipal Airport,US,
0I2,small_airport,Brazil Clay County Airport,US,
0IA,seaplane_base,Barbee Lake Seaplane Base,US,
0IA0,heliport,Knoxville Area Community Hospital Heliport,US,
0IA1,heliport,St Anthony Regional Hospital Heliport,US,
0IA2,heliport,Audubon County Memorial Hospital Heliport,US,
0IA4,small_airport,Sharar Field,US,
0IA5,small_airport,Moore Private Airport,US,
0IA7,heliport,Cromwell Heliport,US,
0IA8,small_airport,Hannen Airport,US,
0IA9,heliport,Army Reserve Heliport,US,
0ID0,small_airport,South Fork Ranch Airport,US,
0ID1,small_airport,Ziggy's Airport,US,
0ID2,small_airport,Flying Joseph Ranch Airport,US,
0ID3,small_airport,Coyote Run Airport,US,
0ID4,small_airport,Black Butte Ranch Airport,US,
0ID5,small_airport,Ez Lope Ranch Airport,US,
0ID6,heliport,Steele Memorial Heliport,US,
0ID7,small_airport,Z X Ranch Airport,US,
0ID8,small_airport,Pinnacle Airport,US,
0ID9,small_airport,Corral Creek Airport,US,
0II0,small_airport,Chuck's Airport,US,
0II2,small_airport,Creighton Airport,US,
0II5,small_airport,Marshall Field,US,
0II7,small_airport,Frost Field,US,
0II8,small_airport,Sutton's Field,US,
0II9,small_airport,Winters Airport,US,
0IL0,heliport,Hamilton Memorial Hospital Heliport,US,
0IL1,heliport,Loyola University Medical Center Heliport,US,
0IL2,small_airport,Griffin Airport,US,
0IL4,heliport,Advocate Good Samaritan Hospital Heliport,US,
0IL5,heliport,OSF St Luke Medical Center Heliport,US,
0IL6,heliport,Northwestern Memorial Healthcare Heliport,US,
0IL7,small_airport,Davis Restricted Landing Area,US,
0IL9,small_airport,Jack W Watson Airport,US,
0IN1,small_airport,Snider Field,US,
0IN2,small_airport,The Lazy K Airport,US,
0IN4,small_airport,Air Park Field,US,
0IN5,small_airport,Byrne Field,US,
0IN9,small_airport,Parrish Airport,US,
0IS0,heliport,Trinity Medical Center West Heliport,US,
0IS2,heliport,Evanston/Glenbrook Heliport,US,
0IS3,small_airport,Cady Aerial Restricted Landing Area,US,
0IS6,heliport,Dongola Heliport,US,
0IS8,heliport,Blessing Hospital At 11th St Heliport,US,
0IS9,heliport,Bernardin Heliport,US,
0J0,small_airport,Abbeville Municipal Airport,US,
0J8,small_airport,Flying Ten Airport,US,
0JY9,heliport,Fleming County Hospital Heliport,US,
0K6,small_airport,Dobie's Airport,US,
0KS0,small_airport,J V Ranch Airport,US,
0KS4,small_airport,Norris Airport,US,
0KS5,small_airport,Oasis Aerodrome,US,
0KS7,small_airport,Mono Aircraft Airport,US,
0KS8,small_airport,Pearce Field,US,
0KS9,small_airport,Lmn 120 Airport,US,
0KY0,small_airport,Owen Air Park,US,
0KY1,small_airport,Arnemann Farms Airport,US,
0KY4,small_airport,Cambron Field,US,
0KY5,small_airport,Boyce Wafer Farm Airport,US,
0KY7,small_airport,Clinton-Hickman County Airport,US,
0L4,small_airport,Lida Junction Airport,US,
0L5,small_airport,Goldfield Airport,US,
0L6,heliport,Winn Parish Medical Center Heliport,US,
0LA0,heliport,West Hackberry Heliport,US,
0LA1,small_airport,Double H Ranch Airport,US,
0LA3,small_airport,Belcher Airpatch Airport,US,
0LA4,heliport,North Caddo Medical Center Heliport,US,
0LA5,heliport,Conoco Inc Heliport,US,
0LA7,heliport,Exxon Heliport,US,
0LA8,heliport,Jackson Parish Hospital Heliport,US,
0LA9,small_airport,Rebel Field,US,
0LL0,small_airport,Kaufield Airport,US,
0LL1,small_airport,Jerseyville Aviation Inc Airport,US,
0LL2,small_airport,Murk's Strip,US,
0LL3,small_airport,Koenig Airport,US,
0LL4,small_airport,Flaherty Field,US,
0LL5,small_airport,Busboom RLA Restricted Landing Area,US,
0LL6,small_airport,Gord Airport,US,
0LL7,heliport,Northwestern Medicine Valley West Hospital Heliport,US,
0LS0,small_airport,Theriot Field,US,
0LS3,heliport,Evergreen Venice Heliport,US,
0LS5,small_airport,Trahan Ultralightport,US,
0LS6,small_airport,Dufour Airport,US,
0LS7,small_airport,Morgan Field,US,
0LS8,small_airport,Lonesome Dove Airfield,US,
0LS9,small_airport,Huenefeld Airport,US,
0MA1,heliport,Massachusetts General Hospital Heliport,US,
0MA2,heliport,Healthalliance Hospital-Leominster Heliport,US,
0MA3,heliport,Reh Heliport,US,
0MA4,heliport,Boston Medical Center Hospital Heliport,US,
0MA5,heliport,Brockton Usar Center Heliport,US,
0MA6,heliport,Wbz Heliport,US,
0MA9,heliport,Lleia Kyle O'Meara Heliport,US,
0MD0,heliport,Baltimore Washington Medical Center Heliport,US,
0MD1,small_airport,Taylor Field,US,
0MD2,small_airport,Squier Landing Airport,US,
0MD4,small_airport,Pond View Private Airport,US,
0MD6,small_airport,Walters Airport,US,
0MD7,heliport,The Aspen Institute Heliport,US,
0MD8,heliport,Security Ford Heliport,US,
0MD9,heliport,Calvert Memorial Hospital Heliport,US,
0ME4,small_airport,Peasley Field,US,
0ME7,seaplane_base,Sebago Lake Basin Seaplane Base,US,
0MI1,small_airport,Sugar Springs Airpark,US,
0MI3,small_airport,Kelleys Airport,US,
0MI4,small_airport,Lesterson-Dempsey Airstrip,US,
0MI6,small_airport,Young's Airport,US,
0MI7,heliport,Four Star Heliport,US,
0MI8,small_airport,Twin Lakes Airport,US,
0MI9,heliport,Henry Ford Hospital Heliport,US,
0MN0,seaplane_base,Winner's Landing Seaplane Base,US,
0MN2,seaplane_base,Grindstone Lake Seaplane Base,US,
0MN3,seaplane_base,Lower Hay Lake Seaplane Base,US,
0MN4,seaplane_base,Paul's Seaplane Base,US,
0MN7,heliport,Ely Bloomenson Community Hospital Heliport,US,
0MN8,small_airport,Fagen Field,US,
0MO0,small_airport,Ferros Ranch-Aero Airport,US,
0MO1,small_airport,Flying G Airport,US,
0MO2,small_airport,Short-N-Ruff Airport,US,
0MO4,heliport,Bert Walter Berkowitz Heliport,US,
0MO5,small_airport,Joe D Lewis Airport,US,
0MO7,heliport,St Joseph Hospital West Heliport,US,
0MO8,small_airport,Sloan's Airport,US,
0MS0,small_airport,Topton Air Estates Airport,US,
0MS2,small_airport,Morgan Field,US,
0MS3,heliport,Baptist Memorial Hospital-North Ms Heliport,US,
0MS4,heliport,Sheriff's Courthouse Heliport,US,
0MS6,heliport,Levert Heliport,US,
0MS8,small_airport,Catfish Point Airport,US,
0MS9,small_airport,Shenandoah Valley Farms Airport,US,
0MT1,small_airport,Williams Field,US,
0MT2,heliport,Big Sandy Medical Center Heliport,US,
0MT3,heliport,Stock Farm Heliport,US,
0MT4,small_airport,Kimp Airport,US,
0MT5,small_airport,Cottonwood Airport,US,
0MT6,small_airport,Hanson Airport,US,
0MT7,small_airport,Pinehurst Ranch Airport,US,
0MT8,heliport,Glacier Heli Tours Heliport,US,
0MT9,small_airport,Lone Hawk Airport,US,
0MU0,small_airport,Eagle Field,US,
0MU1,small_airport,Sunderland Airport,US,
0MU2,heliport,Christian Hospital Northeast Heliport,US,
0MU3,heliport,Hannibal Regional Hospital Heliport,US,
0MU4,small_airport,Slaughter Airport,US,
0MU5,heliport,Holden Heliport,US,
0MU6,heliport,Bradbury-Rolf Memorial Heliport,US,
0MU7,small_airport,Lambs Field,US,
0MU8,small_airport,Prince STOLport,US,
0MU9,small_airport,RPM Airport,US,
0MY0,heliport,Kenyon Heliport,US,
0MY1,heliport,Bozeman Deaconess Hospital Heliport,US,
0N0,small_airport,Roosterville Airport,US,
0N4,small_airport,Chandelle Airport,US,
0N5,heliport,Deldot Helistop,US,
0N6,small_airport,Albanna Aviation Airport,US,
0NA1,small_airport,Goerger Airport,US,
0NA5,small_airport,Sorlie Airport,US,
0NA9,small_airport,Boyd's Turf Airport,US,
0NC0,heliport,Wayne Memorial Hospital Inc. Heliport,US,
0NC2,heliport,Moore Regional Hospital Heliport,US,
0NC3,heliport,Washington County Hospital Heliport,US,
0NC4,heliport,Wake Medical Center Heliport,US,
0NC5,heliport,Nash General Hospital Heliport,US,
0NC6,heliport,Our Community Hospital Heliport,US,
0NC7,small_airport,Lindsay Airport,US,
0NC8,small_airport,Flying S Ranch Airport,US,
0NC9,heliport,Maria Parham Health DLP Affiliate Heliport,US,
0ND0,small_airport,Gilbertson Field,US,
0ND6,small_airport,Schumacher Strip,US,
0ND7,small_airport,Saville Private Airport,US,
0NE0,small_airport,Merrihew Airport,US,
0NE1,small_airport,Runner Landing Area Airport,US,
0NE3,heliport,Syracuse Hospital Heliport,US,
0NE4,heliport,Franklin County Memorial Hospital Heliport,US,
0NE6,small_airport,Frager Field,US,
0NH3,heliport,Brady Sullivan Heliport,US,
0NH7,heliport,Leinsing Heliport,US,
0NJ0,heliport,Atlantic City Medical Center Heliport,US,
0NJ1,heliport,Berkeley Township Police Heliport,US,
0NJ2,heliport,Ballymere Heliport,US,
0NJ3,heliport,Mount Holly Heliport,US,
0NJ4,heliport,Weichert Headquarters Heliport,US,
0NJ5,small_airport,Fla-Net Airport,US,
0NJ6,small_airport,Dix Field,US,
0NJ7,heliport,Essex Generating Station Heliport,US,
0NJ8,heliport,Port Newark Helistop,US,
0NJ9,heliport,Jersey Tpke New Brunswick Helistop,US,
0NK0,small_airport,Berdick Field,US,
0NK1,small_airport,Spring Brook Airport,US,
0NK2,small_airport,Westwind Farm Airport,US,
0NK3,small_airport,Seven Gullies Airport,US,
0NK4,heliport,Nassau University Medical Center Heliport,US,
0NK6,small_airport,Cochran Airport,US,
0NK7,heliport,King Street Heliport,US,
0NM0,small_airport,Columbus Airport,US,CUS
0NM7,small_airport,Negrito Airstrip,US,
0NV1,heliport,Summerlin Medical Center Heliport,US,
0NY0,small_airport,Bennetts Airport,US,
0NY1,small_airport,Russell Field,US,
0NY2,heliport,Amar Heliport,US,
0NY3,small_airport,Kermizian Airport,US,
0NY4,heliport,Bridgeview Heliport,US,
0NY6,heliport,New York State Police Troop E Zone 2 Auburn Heliport,US,
0NY7,small_airport,Murphys Landing Strip,US,
0NY8,small_airport,Wenskoski Field,US,
0O0,seaplane_base,San Luis Reservoir Seaplane Base,US,
0O4,small_airport,Corning Municipal Airport,US,
0O9,small_airport,Ward Field,US,
0OA2,heliport,"Cleveland Clinic, Medina Hospital Heliport",US,
0OH1,heliport,Cirino Heliport,US,
0OH3,heliport,Hamilton County Sheriff's Patrol Heliport,US,
0OH4,heliport,Upper Valley Medical Center Heliport,US,
0OH6,small_airport,Fry Field,US,
0OH8,small_airport,Fry Airport,US,
0OI0,heliport,Foltz Heliport,US,
0OI2,small_airport,Unger Field,US,
0OI3,small_airport,Galloway Airport,US,
0OI6,small_airport,Victor's Landing Airport,US,
0OI9,small_airport,Hidden Quarry Airport,US,
0OK1,small_airport,Mckey Airport,US,
0OK3,small_airport,McKinley Ranch Airport,US,
0OK4,small_airport,Rock Creek Farm Airport,US,
0OK5,small_airport,Chappell Airport,US,
0OK6,small_airport,Ellis/Harvey Airport,US,
0OK7,heliport,Shattuck Hospital Heliport,US,
0OR0,heliport,Providence Medford Medical Center Heliport,US,
0OR2,heliport,Hendershots Heliport,US,
0OR3,small_airport,Long Ranch Airport,US,
0OR4,heliport,Round Butte Heliport,US,
0OR6,small_airport,Rome Service Airport,US,
0OR7,small_airport,Marr Field,US,
0OR8,small_airport,Sutton on Rogue Airport,US,
0OR9,small_airport,Hanel Field,US,
0P1,small_airport,Van Pak Airport,US,
0P2,small_airport,Shoestring Aviation Airfield,US,
0PA0,small_airport,Philadelphia Gliderport,US,
0PA1,heliport,Phoenix Technologies Heliport,US,
0PA2,small_airport,Haunstein Ultralightport,US,
0PA3,small_airport,Robbins Farm Airport,US,
0PA4,small_airport,Ecko Field,US,
0PA5,small_airport,Fisher Airport,US,
0PA6,small_airport,Hostetler Airport,US,
0PA8,heliport,Geisinger Community Medical Center Heliport,US,
0PA9,heliport,Carson Heliport,US,
0PN0,small_airport,Fletcher Airport,US,
0PN1,seaplane_base,Pete's Water Landing Seaplane Base,US,
0PN2,small_airport,Flying Acres Airport,US,
0PN3,heliport,Wyeth-Ayerst Nr Heliport,US,
0PN4,small_airport,Kitner Airport,US,
0PN5,small_airport,Nichols Airport,US,
0PN6,small_airport,Memmi Airport,US,
0PN7,small_airport,Drillmore Acres Airport,US,
0PN8,small_airport,Shriver Airport,US,
0PS0,small_airport,Frederick Airpark,US,
0PS3,small_airport,Carsonville Airport,US,
0PS4,small_airport,Old Orchard Airport,US,
0PS5,heliport,Used Parts Heliport,US,
0PS6,heliport,Herbst Heliport,US,
0PS7,small_airport,Harman Airport,US,
0PS8,heliport,Bayfront Garage Heliport,US,
0PS9,heliport,Jefferson Health Bucks County Campus Heliport,US,
0Q3,small_airport,Sonoma Valley Airport,US,
0Q4,small_airport,Selma Airport,US,
0Q9,small_airport,Sonoma Skypark Airport,US,
0R2,small_airport,Lincoln Municipal Airport,US,
0R7,small_airport,The Red River Airport,US,
0S1,small_airport,Meadow Creek USFS Airport,US,
0S5,small_airport,Nezperce Municipal Airport,US,
0SD0,small_airport,Lenling Airport,US,
0SD1,small_airport,Lodi Airport,US,
0SD2,heliport,Prairie Lakes West Heliport,US,
0SD3,small_airport,Bledsoe Ranch Airport,US,
0SD4,heliport,Brookings Health System Heliport,US,
0SD5,heliport,The Fort Heliport,US,
0SD7,small_airport,Porch Ranch Airport,US,
0SD8,small_airport,Juhnke Airport,US,
0SD9,heliport,Crazy Horse Heliport,US,
0TA0,heliport,HCA Houston Healthcare Mainland Heliport,US,
0TA2,small_airport,Smith Farms Airport,US,
0TA4,small_airport,Erco Field,US,
0TA5,heliport,Metro Heli-Pad Heliport,US,
0TA7,small_airport,Alta Vista Ranch Airport,US,
0TA9,heliport,Houston Oil & Minerals Port Bolivar Nr 2 Heliport,US,
0TE0,small_airport,Robertson Ranch Airport,US,
0TE1,heliport,Christus Spohn Hospital Memorial Heliport,US,
0TE2,heliport,Bell Helicopter Hurst Heliport,US,
0TE4,small_airport,Hilltop Lakes Airport,US,
0TE5,small_airport,Santa Maria Ranch Airport,US,
0TE7,small_airport,LBJ Ranch Airport,US,JCY
0TN0,small_airport,R & S Buzzard Airport,US,
0TN1,seaplane_base,Tims Ford Seaplane Base,US,
